id,group_id,group_name,collection,object_name,object_type,material,geometry_strategy,biological_function,animation_function,integration_points,pivot_origin,dependencies,roblox_export_note,optional,pass_criteria,blender_ai_prompt
NPC_I_031,G03,NuclearPoreComplex_System,03_NUCLEAR_PORE_SYSTEM,NPC_Instance_031,Duplicated NPC module,MAT_NPC_Protein_Violet,Placed duplicate of NPC_Master_Root on nuclear envelope surface. This is a background/support pore. Align local normal to envelope surface.,One nuclear pore complex that regulates exchange between nucleus and cytoplasm.,Can pulse for transport or detach during mitosis depending on location.,Socketed into matching outer/inner membrane panels; avoid cutaway gap unless intentionally visible.,Origin at pore center; local Z normal to shell surface.,NPC_M_001;ENV_OUT_01;ENV_IN_01,May be combined into fewer meshes for LOD1/LOD2 after validation.,True,NPC is flush with membrane and not floating above or buried inside.,"Create or duplicate `NPC_Instance_031` from the NPC master module. Place it on the spherical envelope, align it to the surface normal, and keep the central gate visible if it is a hero/front pore."
NPC_I_032,G03,NuclearPoreComplex_System,03_NUCLEAR_PORE_SYSTEM,NPC_Instance_032,Duplicated NPC module,MAT_NPC_Protein_Violet,Placed duplicate of NPC_Master_Root on nuclear envelope surface. This is a background/support pore. Align local normal to envelope surface.,One nuclear pore complex that regulates exchange between nucleus and cytoplasm.,Can pulse for transport or detach during mitosis depending on location.,Socketed into matching outer/inner membrane panels; avoid cutaway gap unless intentionally visible.,Origin at pore center; local Z normal to shell surface.,NPC_M_001;ENV_OUT_01;ENV_IN_01,May be combined into fewer meshes for LOD1/LOD2 after validation.,True,NPC is flush with membrane and not floating above or buried inside.,"Create or duplicate `NPC_Instance_032` from the NPC master module. Place it on the spherical envelope, align it to the surface normal, and keep the central gate visible if it is a hero/front pore."
LAM_001,G04,NuclearLamina_SupportMesh,04_LAMINA,Lamina_Geodesic_BaseNet,Bevelled curve lattice,MAT_Lamina_Gold,"Gold/orange geodesic network hugging inside of inner nuclear membrane, radius slightly less than inner membrane.",Structural lamin mesh supporting nuclear shape.,Disassembles before envelope breakdown; reassembles in telophase.,Parent under Nucleus_RootRig; just under inner membrane panels.,Origin at nucleus center.,ENV_IN_01;ROOT_001,Curves can be converted to mesh for export.,False,Lamina is inside the envelope and follows the inner membrane curvature.,Create `Lamina_Geodesic_BaseNet` from bevelled curves forming a loose geodesic lattice just under the inner nuclear membrane. Keep it gold and readable through cutaway.
LAM_TILE_01,G04,NuclearLamina_SupportMesh,04_LAMINA,Lamina_Tile_01,Lattice tile segment,MAT_Lamina_Gold,One detachable lamina lattice tile made of short connected bevelled curves aligned with adjacent tiles.,Local lamin support region under the inner membrane.,Tile can fragment/fade during mitosis breakdown.,Attach to inner membrane sector and chromatin anchor nodes.,Origin at tile center for clean separation.,LAM_001;ENV_IN_01,Keep as separate low-poly tube mesh for animation.,False,Tile reads as part of one continuous mesh but can animate independently.,Create `Lamina_Tile_01` as a curved gold lattice patch under the inner membrane. It should align with surrounding lamina and have clean endpoints.
LAM_TILE_02,G04,NuclearLamina_SupportMesh,04_LAMINA,Lamina_Tile_02,Lattice tile segment,MAT_Lamina_Gold,One detachable lamina lattice tile made of short connected bevelled curves aligned with adjacent tiles.,Local lamin support region under the inner membrane.,Tile can fragment/fade during mitosis breakdown.,Attach to inner membrane sector and chromatin anchor nodes.,Origin at tile center for clean separation.,LAM_001;ENV_IN_01,Keep as separate low-poly tube mesh for animation.,False,Tile reads as part of one continuous mesh but can animate independently.,Create `Lamina_Tile_02` as a curved gold lattice patch under the inner membrane. It should align with surrounding lamina and have clean endpoints.
LAM_TILE_03,G04,NuclearLamina_SupportMesh,04_LAMINA,Lamina_Tile_03,Lattice tile segment,MAT_Lamina_Gold,One detachable lamina lattice tile made of short connected bevelled curves aligned with adjacent tiles.,Local lamin support region under the inner membrane.,Tile can fragment/fade during mitosis breakdown.,Attach to inner membrane sector and chromatin anchor nodes.,Origin at tile center for clean separation.,LAM_001;ENV_IN_01,Keep as separate low-poly tube mesh for animation.,False,Tile reads as part of one continuous mesh but can animate independently.,Create `Lamina_Tile_03` as a curved gold lattice patch under the inner membrane. It should align with surrounding lamina and have clean endpoints.
LAM_TILE_04,G04,NuclearLamina_SupportMesh,04_LAMINA,Lamina_Tile_04,Lattice tile segment,MAT_Lamina_Gold,One detachable lamina lattice tile made of short connected bevelled curves aligned with adjacent tiles.,Local lamin support region under the inner membrane.,Tile can fragment/fade during mitosis breakdown.,Attach to inner membrane sector and chromatin anchor nodes.,Origin at tile center for clean separation.,LAM_001;ENV_IN_01,Keep as separate low-poly tube mesh for animation.,False,Tile reads as part of one continuous mesh but can animate independently.,Create `Lamina_Tile_04` as a curved gold lattice patch under the inner membrane. It should align with surrounding lamina and have clean endpoints.
LAM_TILE_05,G04,NuclearLamina_SupportMesh,04_LAMINA,Lamina_Tile_05,Lattice tile segment,MAT_Lamina_Gold,One detachable lamina lattice tile made of short connected bevelled curves aligned with adjacent tiles.,Local lamin support region under the inner membrane.,Tile can fragment/fade during mitosis breakdown.,Attach to inner membrane sector and chromatin anchor nodes.,Origin at tile center for clean separation.,LAM_001;ENV_IN_01,Keep as separate low-poly tube mesh for animation.,False,Tile reads as part of one continuous mesh but can animate independently.,Create `Lamina_Tile_05` as a curved gold lattice patch under the inner membrane. It should align with surrounding lamina and have clean endpoints.
LAM_TILE_06,G04,NuclearLamina_SupportMesh,04_LAMINA,Lamina_Tile_06,Lattice tile segment,MAT_Lamina_Gold,One detachable lamina lattice tile made of short connected bevelled curves aligned with adjacent tiles.,Local lamin support region under the inner membrane.,Tile can fragment/fade during mitosis breakdown.,Attach to inner membrane sector and chromatin anchor nodes.,Origin at tile center for clean separation.,LAM_001;ENV_IN_01,Keep as separate low-poly tube mesh for animation.,False,Tile reads as part of one continuous mesh but can animate independently.,Create `Lamina_Tile_06` as a curved gold lattice patch under the inner membrane. It should align with surrounding lamina and have clean endpoints.
LAM_TILE_07,G04,NuclearLamina_SupportMesh,04_LAMINA,Lamina_Tile_07,Lattice tile segment,MAT_Lamina_Gold,One detachable lamina lattice tile made of short connected bevelled curves aligned with adjacent tiles.,Local lamin support region under the inner membrane.,Tile can fragment/fade during mitosis breakdown.,Attach to inner membrane sector and chromatin anchor nodes.,Origin at tile center for clean separation.,LAM_001;ENV_IN_01,Keep as separate low-poly tube mesh for animation.,False,Tile reads as part of one continuous mesh but can animate independently.,Create `Lamina_Tile_07` as a curved gold lattice patch under the inner membrane. It should align with surrounding lamina and have clean endpoints.
LAM_TILE_08,G04,NuclearLamina_SupportMesh,04_LAMINA,Lamina_Tile_08,Lattice tile segment,MAT_Lamina_Gold,One detachable lamina lattice tile made of short connected bevelled curves aligned with adjacent tiles.,Local lamin support region under the inner membrane.,Tile can fragment/fade during mitosis breakdown.,Attach to inner membrane sector and chromatin anchor nodes.,Origin at tile center for clean separation.,LAM_001;ENV_IN_01,Keep as separate low-poly tube mesh for animation.,False,Tile reads as part of one continuous mesh but can animate independently.,Create `Lamina_Tile_08` as a curved gold lattice patch under the inner membrane. It should align with surrounding lamina and have clean endpoints.
LAM_TILE_09,G04,NuclearLamina_SupportMesh,04_LAMINA,Lamina_Tile_09,Lattice tile segment,MAT_Lamina_Gold,One detachable lamina lattice tile made of short connected bevelled curves aligned with adjacent tiles.,Local lamin support region under the inner membrane.,Tile can fragment/fade during mitosis breakdown.,Attach to inner membrane sector and chromatin anchor nodes.,Origin at tile center for clean separation.,LAM_001;ENV_IN_01,Keep as separate low-poly tube mesh for animation.,False,Tile reads as part of one continuous mesh but can animate independently.,Create `Lamina_Tile_09` as a curved gold lattice patch under the inner membrane. It should align with surrounding lamina and have clean endpoints.
LAM_TILE_10,G04,NuclearLamina_SupportMesh,04_LAMINA,Lamina_Tile_10,Lattice tile segment,MAT_Lamina_Gold,One detachable lamina lattice tile made of short connected bevelled curves aligned with adjacent tiles.,Local lamin support region under the inner membrane.,Tile can fragment/fade during mitosis breakdown.,Attach to inner membrane sector and chromatin anchor nodes.,Origin at tile center for clean separation.,LAM_001;ENV_IN_01,Keep as separate low-poly tube mesh for animation.,False,Tile reads as part of one continuous mesh but can animate independently.,Create `Lamina_Tile_10` as a curved gold lattice patch under the inner membrane. It should align with surrounding lamina and have clean endpoints.
LAM_TILE_11,G04,NuclearLamina_SupportMesh,04_LAMINA,Lamina_Tile_11,Lattice tile segment,MAT_Lamina_Gold,One detachable lamina lattice tile made of short connected bevelled curves aligned with adjacent tiles.,Local lamin support region under the inner membrane.,Tile can fragment/fade during mitosis breakdown.,Attach to inner membrane sector and chromatin anchor nodes.,Origin at tile center for clean separation.,LAM_001;ENV_IN_01,Keep as separate low-poly tube mesh for animation.,False,Tile reads as part of one continuous mesh but can animate independently.,Create `Lamina_Tile_11` as a curved gold lattice patch under the inner membrane. It should align with surrounding lamina and have clean endpoints.
LAM_TILE_12,G04,NuclearLamina_SupportMesh,04_LAMINA,Lamina_Tile_12,Lattice tile segment,MAT_Lamina_Gold,One detachable lamina lattice tile made of short connected bevelled curves aligned with adjacent tiles.,Local lamin support region under the inner membrane.,Tile can fragment/fade during mitosis breakdown.,Attach to inner membrane sector and chromatin anchor nodes.,Origin at tile center for clean separation.,LAM_001;ENV_IN_01,Keep as separate low-poly tube mesh for animation.,False,Tile reads as part of one continuous mesh but can animate independently.,Create `Lamina_Tile_12` as a curved gold lattice patch under the inner membrane. It should align with surrounding lamina and have clean endpoints.
LAM_013,G04,NuclearLamina_SupportMesh,04_LAMINA,Lamina_ChromatinAnchor_Nodes,Anchor bead mesh,MAT_Lamina_Gold,Small gold anchor beads distributed near lamina intersections.,Shows chromatin can attach to nuclear periphery.,Pulse or highlight during genome organization lessons.,Attach near lamina tiles and nearby heterochromatin bands.,Origin at local bead center.,LAM_001,Small simple spheres in Roblox.,False,Anchor nodes touch lamina and point toward chromatin.,Create small gold bead nodes on selected lamina intersections. Add short tether curves to nearby heterochromatin strands.
LAM_014,G04,NuclearLamina_SupportMesh,04_LAMINA,Lamina_Disassembly_Fragments,Hidden fragment mesh,MAT_Lamina_Gold,Hidden short gold tube fragments.,Shows lamina breakdown in mitosis.,Appear and scatter as lamina tiles hide during breakdown.,Spawn near lamina tiles.,Origin at fragment center.,LAM_001,Use few fragments for performance.,False,Fragments clearly come from lamina lattice.,Create short gold tube fragments matching lamina material. Initially hidden; animate during mitosis breakdown.
NUCPL_001,G05,Nucleoplasm_InternalMedium,05_NUCLEOPLASM,Nucleoplasm_GlassVolume,Transparent inner ellipsoid,MAT_Nucleoplasm_BlueTransparent,"Transparent blue sphere/ellipsoid inside inner membrane, radius about 2.75 BU, clipped/cutaway to reveal contents.",Semi-fluid medium inside the nucleus.,Subtle scale shimmer/alpha pulse; contains particles and cargo paths.,"Inside inner membrane, behind chromatin/nucleolus but transparent.",Origin at nucleus center.,ENV_IN_01,Can be optional/low alpha in Roblox.,False,Nucleoplasm is visible but does not hide genome structures.,Create `Nucleoplasm_GlassVolume` as a transparent blue ellipsoid with subtle noise and low alpha. Keep it inside the inner membrane.
NUCPL_002,G05,Nucleoplasm_InternalMedium,05_NUCLEOPLASM,Nucleoplasm_ParticleField,Instanced tiny particles,MAT_Nucleoplasm_BlueTransparent,Tiny light blue/white specks distributed inside nucleoplasm.,"Represents soluble proteins, ions, nucleotides, and internal molecular environment.",Slow random drift loops.,Inside Nucleoplasm_GlassVolume only.,Origin at nucleus center.,NUCPL_001,Use fewer in Roblox; optional in LOD1.,False,Particles remain inside nuclear boundary and are not too dense.,Create a sparse field of tiny particles within the nucleoplasm. Use 80-150 low-poly tiny spheres or instanced ico spheres.
NUCPL_003,G05,Nucleoplasm_InternalMedium,05_NUCLEOPLASM,Nucleoplasm_FlowCurves,Very faint curved paths,MAT_Cytoplasm_BlueGlass,Soft internal flow curves showing nucleoplasmic motion.,"Shows nucleus interior is active, not empty.",Subtle moving dots along curves.,Inside inner membrane; avoid crossing envelope except through NPC transport paths.,Origin at nucleus center.,NUCPL_001,Optional for Roblox.,False,Flow curves add depth without implying bulk leakage.,Create faint transparent blue internal curves inside the nucleoplasm to suggest molecular motion.
GEN_CHR_001,G06,GenomeSystem_Chromatin_Chromosomes,06_GENOME_SYSTEM,Euchromatin_LooseLoop_Set_A,Bevelled chromatin curve set,MAT_Chromatin_CyanHighlight,"Collection of irregular bevelled curves: loose, open loops with cyan highlights. Keep inside nucleoplasm.",Loosely packed chromatin region associated with active gene expression.,Gentle idle wiggle; can fade/contract during chromatin condensation.,"Inside nucleoplasm, never crossing the nuclear envelope.",Origin at nucleus center or curve set center; do not place outside nucleus.,NUCPL_001;LAM_013,Curves can be converted to mesh; keep strands not too thin for Roblox.,False,All chromatin remains inside the nucleus and reads as DNA/protein packaging.,"Create `Euchromatin_LooseLoop_Set_A` as a biologically stylized set of bevelled curves. Make the shape organic and layered, with loose, open loops with cyan highlights. Do not let any strand exit through a pore."
GEN_CHR_002,G06,GenomeSystem_Chromatin_Chromosomes,06_GENOME_SYSTEM,Euchromatin_LooseLoop_Set_B,Bevelled chromatin curve set,MAT_Chromatin_CyanHighlight,Collection of irregular bevelled curves: loose loops near the cutaway window. Keep inside nucleoplasm.,Second active chromatin region for transcription hotspot variety.,Gentle idle wiggle; can fade/contract during chromatin condensation.,"Inside nucleoplasm, never crossing the nuclear envelope.",Origin at nucleus center or curve set center; do not place outside nucleus.,NUCPL_001;LAM_013,Curves can be converted to mesh; keep strands not too thin for Roblox.,False,All chromatin remains inside the nucleus and reads as DNA/protein packaging.,"Create `Euchromatin_LooseLoop_Set_B` as a biologically stylized set of bevelled curves. Make the shape organic and layered, with loose loops near the cutaway window. Do not let any strand exit through a pore."
GEN_CHR_003,G06,GenomeSystem_Chromatin_Chromosomes,06_GENOME_SYSTEM,Heterochromatin_PeripheralBand_Set_A,Bevelled chromatin curve set,MAT_Chromatin_Purple,Collection of irregular bevelled curves: denser purple strands hugging the inner membrane. Keep inside nucleoplasm.,Denser chromatin near lamina/periphery.,Gentle idle wiggle; can fade/contract during chromatin condensation.,"Inside nucleoplasm, never crossing the nuclear envelope.",Origin at nucleus center or curve set center; do not place outside nucleus.,NUCPL_001;LAM_013,Curves can be converted to mesh; keep strands not too thin for Roblox.,False,All chromatin remains inside the nucleus and reads as DNA/protein packaging.,"Create `Heterochromatin_PeripheralBand_Set_A` as a biologically stylized set of bevelled curves. Make the shape organic and layered, with denser purple strands hugging the inner membrane. Do not let any strand exit through a pore."
GEN_CHR_004,G06,GenomeSystem_Chromatin_Chromosomes,06_GENOME_SYSTEM,Heterochromatin_PeripheralBand_Set_B,Bevelled chromatin curve set,MAT_Chromatin_Purple,Collection of irregular bevelled curves: compact darker strands near lamina anchors. Keep inside nucleoplasm.,Second denser peripheral chromatin band.,Gentle idle wiggle; can fade/contract during chromatin condensation.,"Inside nucleoplasm, never crossing the nuclear envelope.",Origin at nucleus center or curve set center; do not place outside nucleus.,NUCPL_001;LAM_013,Curves can be converted to mesh; keep strands not too thin for Roblox.,False,All chromatin remains inside the nucleus and reads as DNA/protein packaging.,"Create `Heterochromatin_PeripheralBand_Set_B` as a biologically stylized set of bevelled curves. Make the shape organic and layered, with compact darker strands near lamina anchors. Do not let any strand exit through a pore."
GEN_CHR_005,G06,GenomeSystem_Chromatin_Chromosomes,06_GENOME_SYSTEM,Chromatin_BackgroundThread_Set,Bevelled chromatin curve set,MAT_Chromatin_Purple,Collection of irregular bevelled curves: irregular purple thread web distributed inside the nucleus. Keep inside nucleoplasm.,General interphase chromatin network throughout nucleoplasm.,Gentle idle wiggle; can fade/contract during chromatin condensation.,"Inside nucleoplasm, never crossing the nuclear envelope.",Origin at nucleus center or curve set center; do not place outside nucleus.,NUCPL_001;LAM_013,Curves can be converted to mesh; keep strands not too thin for Roblox.,False,All chromatin remains inside the nucleus and reads as DNA/protein packaging.,"Create `Chromatin_BackgroundThread_Set` as a biologically stylized set of bevelled curves. Make the shape organic and layered, with irregular purple thread web distributed inside the nucleus. Do not let any strand exit through a pore."
GEN_TX_01,G06,GenomeSystem_Chromatin_Chromosomes,06_GENOME_SYSTEM,TranscriptionHotspot_01,Highlighted chromatin segment + RNA spawn,MAT_Chromatin_CyanHighlight,Small cyan/glowing segment on chromatin with a tiny emerging pink RNA curve.,Shows local DNA transcription into RNA.,Glow pulses; creates RNA cargo that travels toward an NPC.,Attached to euchromatin curve sets and connected to RNA export path.,Origin at hotspot center.,GEN_CHR_001;NUCPL_001,Good target for Roblox click/tap explanation.,False,"RNA appears from chromatin, but DNA strand remains inside nucleus.",Create `TranscriptionHotspot_01` as a cyan highlighted segment on an existing chromatin loop. Add a small pink RNA squiggle spawn marker beside it.
GEN_TX_02,G06,GenomeSystem_Chromatin_Chromosomes,06_GENOME_SYSTEM,TranscriptionHotspot_02,Highlighted chromatin segment + RNA spawn,MAT_Chromatin_CyanHighlight,Small cyan/glowing segment on chromatin with a tiny emerging pink RNA curve.,Shows local DNA transcription into RNA.,Glow pulses; creates RNA cargo that travels toward an NPC.,Attached to euchromatin curve sets and connected to RNA export path.,Origin at hotspot center.,GEN_CHR_001;NUCPL_001,Good target for Roblox click/tap explanation.,False,"RNA appears from chromatin, but DNA strand remains inside nucleus.",Create `TranscriptionHotspot_02` as a cyan highlighted segment on an existing chromatin loop. Add a small pink RNA squiggle spawn marker beside it.
GEN_TX_03,G06,GenomeSystem_Chromatin_Chromosomes,06_GENOME_SYSTEM,TranscriptionHotspot_03,Highlighted chromatin segment + RNA spawn,MAT_Chromatin_CyanHighlight,Small cyan/glowing segment on chromatin with a tiny emerging pink RNA curve.,Shows local DNA transcription into RNA.,Glow pulses; creates RNA cargo that travels toward an NPC.,Attached to euchromatin curve sets and connected to RNA export path.,Origin at hotspot center.,GEN_CHR_001;NUCPL_001,Good target for Roblox click/tap explanation.,False,"RNA appears from chromatin, but DNA strand remains inside nucleus.",Create `TranscriptionHotspot_03` as a cyan highlighted segment on an existing chromatin loop. Add a small pink RNA squiggle spawn marker beside it.
GEN_CHROMO_01,G06,GenomeSystem_Chromatin_Chromosomes,06_GENOME_SYSTEM,CondensedChromosome_01,Stylized X/rod chromosome mesh,MAT_Chromosome_Magenta,"Hidden condensed chromosome mesh, stylized as rounded X or paired rod with centromere bead.",Condensed DNA state for mitosis/prophase/metaphase teaching.,Fades/scales in while diffuse chromatin fades during mitosis.,Inside nuclear region until envelope breakdown; can later align in metaphase context.,Origin at chromosome center/centromere.,GEN_CHR_005;ROOT_001,Separate mesh for animation; can be simplified for Roblox.,False,Chromosome is recognizable as condensed DNA and distinct from loose chromatin.,Create `CondensedChromosome_01` as a rounded magenta/purple condensed chromosome. Include a central centromere bead and subtle groove. Initially hide or set very low alpha.
GEN_CHROMO_02,G06,GenomeSystem_Chromatin_Chromosomes,06_GENOME_SYSTEM,CondensedChromosome_02,Stylized X/rod chromosome mesh,MAT_Chromosome_Magenta,"Hidden condensed chromosome mesh, stylized as rounded X or paired rod with centromere bead.",Condensed DNA state for mitosis/prophase/metaphase teaching.,Fades/scales in while diffuse chromatin fades during mitosis.,Inside nuclear region until envelope breakdown; can later align in metaphase context.,Origin at chromosome center/centromere.,GEN_CHR_005;ROOT_001,Separate mesh for animation; can be simplified for Roblox.,False,Chromosome is recognizable as condensed DNA and distinct from loose chromatin.,Create `CondensedChromosome_02` as a rounded magenta/purple condensed chromosome. Include a central centromere bead and subtle groove. Initially hide or set very low alpha.
GEN_CHROMO_03,G06,GenomeSystem_Chromatin_Chromosomes,06_GENOME_SYSTEM,CondensedChromosome_03,Stylized X/rod chromosome mesh,MAT_Chromosome_Magenta,"Hidden condensed chromosome mesh, stylized as rounded X or paired rod with centromere bead.",Condensed DNA state for mitosis/prophase/metaphase teaching.,Fades/scales in while diffuse chromatin fades during mitosis.,Inside nuclear region until envelope breakdown; can later align in metaphase context.,Origin at chromosome center/centromere.,GEN_CHR_005;ROOT_001,Separate mesh for animation; can be simplified for Roblox.,False,Chromosome is recognizable as condensed DNA and distinct from loose chromatin.,Create `CondensedChromosome_03` as a rounded magenta/purple condensed chromosome. Include a central centromere bead and subtle groove. Initially hide or set very low alpha.
GEN_CHROMO_04,G06,GenomeSystem_Chromatin_Chromosomes,06_GENOME_SYSTEM,CondensedChromosome_04,Stylized X/rod chromosome mesh,MAT_Chromosome_Magenta,"Hidden condensed chromosome mesh, stylized as rounded X or paired rod with centromere bead.",Condensed DNA state for mitosis/prophase/metaphase teaching.,Fades/scales in while diffuse chromatin fades during mitosis.,Inside nuclear region until envelope breakdown; can later align in metaphase context.,Origin at chromosome center/centromere.,GEN_CHR_005;ROOT_001,Separate mesh for animation; can be simplified for Roblox.,False,Chromosome is recognizable as condensed DNA and distinct from loose chromatin.,Create `CondensedChromosome_04` as a rounded magenta/purple condensed chromosome. Include a central centromere bead and subtle groove. Initially hide or set very low alpha.
GEN_CHROMO_05,G06,GenomeSystem_Chromatin_Chromosomes,06_GENOME_SYSTEM,CondensedChromosome_05,Stylized X/rod chromosome mesh,MAT_Chromosome_Magenta,"Hidden condensed chromosome mesh, stylized as rounded X or paired rod with centromere bead.",Condensed DNA state for mitosis/prophase/metaphase teaching.,Fades/scales in while diffuse chromatin fades during mitosis.,Inside nuclear region until envelope breakdown; can later align in metaphase context.,Origin at chromosome center/centromere.,GEN_CHR_005;ROOT_001,Separate mesh for animation; can be simplified for Roblox.,False,Chromosome is recognizable as condensed DNA and distinct from loose chromatin.,Create `CondensedChromosome_05` as a rounded magenta/purple condensed chromosome. Include a central centromere bead and subtle groove. Initially hide or set very low alpha.
GEN_CHROMO_06,G06,GenomeSystem_Chromatin_Chromosomes,06_GENOME_SYSTEM,CondensedChromosome_06,Stylized X/rod chromosome mesh,MAT_Chromosome_Magenta,"Hidden condensed chromosome mesh, stylized as rounded X or paired rod with centromere bead.",Condensed DNA state for mitosis/prophase/metaphase teaching.,Fades/scales in while diffuse chromatin fades during mitosis.,Inside nuclear region until envelope breakdown; can later align in metaphase context.,Origin at chromosome center/centromere.,GEN_CHR_005;ROOT_001,Separate mesh for animation; can be simplified for Roblox.,False,Chromosome is recognizable as condensed DNA and distinct from loose chromatin.,Create `CondensedChromosome_06` as a rounded magenta/purple condensed chromosome. Include a central centromere bead and subtle groove. Initially hide or set very low alpha.
GEN_CHROMO_07,G06,GenomeSystem_Chromatin_Chromosomes,06_GENOME_SYSTEM,CondensedChromosome_07,Stylized X/rod chromosome mesh,MAT_Chromosome_Magenta,"Hidden condensed chromosome mesh, stylized as rounded X or paired rod with centromere bead.",Condensed DNA state for mitosis/prophase/metaphase teaching.,Fades/scales in while diffuse chromatin fades during mitosis.,Inside nuclear region until envelope breakdown; can later align in metaphase context.,Origin at chromosome center/centromere.,GEN_CHR_005;ROOT_001,Separate mesh for animation; can be simplified for Roblox.,False,Chromosome is recognizable as condensed DNA and distinct from loose chromatin.,Create `CondensedChromosome_07` as a rounded magenta/purple condensed chromosome. Include a central centromere bead and subtle groove. Initially hide or set very low alpha.
GEN_CHROMO_08,G06,GenomeSystem_Chromatin_Chromosomes,06_GENOME_SYSTEM,CondensedChromosome_08,Stylized X/rod chromosome mesh,MAT_Chromosome_Magenta,"Hidden condensed chromosome mesh, stylized as rounded X or paired rod with centromere bead.",Condensed DNA state for mitosis/prophase/metaphase teaching.,Fades/scales in while diffuse chromatin fades during mitosis.,Inside nuclear region until envelope breakdown; can later align in metaphase context.,Origin at chromosome center/centromere.,GEN_CHR_005;ROOT_001,Separate mesh for animation; can be simplified for Roblox.,False,Chromosome is recognizable as condensed DNA and distinct from loose chromatin.,Create `CondensedChromosome_08` as a rounded magenta/purple condensed chromosome. Include a central centromere bead and subtle groove. Initially hide or set very low alpha.
GEN_MORPH_001,G06,GenomeSystem_Chromatin_Chromosomes,06_GENOME_SYSTEM,Chromatin_Condensation_PathCurves,Guide curve set,MAT_Chromatin_CyanHighlight,Guide curves from diffuse chromatin regions to chromosomes.,Defines visual paths for condensation animation.,Used as non-render or faint guide during prophase.,Connects diffuse chromatin sets to condensed chromosome positions.,Origin at nucleus center.,GEN_CHR_005,"Helper-only, not exported.",True,Paths do not imply DNA leaves nucleus.,Create faint or hidden path curves showing chromatin condensation trajectories inside the nucleus.
GEN_RNA_001,G06,GenomeSystem_Chromatin_Chromosomes,06_GENOME_SYSTEM,RNA_Product_SpawnMarkers,Small marker mesh,MAT_Cargo_RNA_Pink,Small pink spawn points near transcription hotspots.,Marks where RNA products appear after transcription.,Spawns animated mRNA export cargo.,Near transcription hotspots; paths go to NPCs.,Origin at local marker center.,GEN_TX_01,Roblox can use these as spawn Attachment objects.,True,RNA spawn points are clearly inside nucleus.,Create small pink marker dots named `RNA_Product_SpawnMarkers` near transcription hotspots.
NOL_001,G07,Nucleolus_Subregions,07_NUCLEOLUS,Nucleolus_Root,Empty,MAT_Nucleolus_DeepViolet,"Root empty for nucleolus subregions, offset from nucleus center.",Coordinates all nucleolus parts.,Pulses during rRNA activity; hides/fades during mitosis.,"Inside nucleoplasm, no membrane parent.",Origin at nucleolus center or local subregion center.,,Can be parented under Nucleus_RootRig.,False,Nucleolus has no surrounding membrane shell.,"Create `Nucleolus_Root` as an empty offset slightly from nucleus center, around `(0.55,-0.25,0.45)`."
NOL_002,G07,Nucleolus_Subregions,07_NUCLEOLUS,Nucleolus_FibrillarCenter,Small internal bumpy spheroid,MAT_Nucleolus_DeepViolet,Small lighter/darker internal body inside nucleolus.,Represents fibrillar center region for educational substructure.,Subtle pulse with rRNA production.,"Inside nucleolus root, partially visible.",Origin at nucleolus center or local subregion center.,NOL_001,Could be merged with nucleolus for low LOD.,False,"Reads as internal region, not a separate organelle.",Create a small irregular spheroid within the nucleolus using deep violet material and softer bumps.
NOL_003,G07,Nucleolus_Subregions,07_NUCLEOLUS,Nucleolus_DenseFibrillar_Component,Irregular ring/shell patch,MAT_Nucleolus_MagentaSpeckles,Dense fibrillar component around fibrillar center.,Represents rRNA processing-associated region.,Pulses after fibrillar center.,Surrounds fibrillar center; no membrane.,Origin at nucleolus center or local subregion center.,NOL_002,Important for high-detail educational LOD.,False,"Subregion boundary is texture/color, not membrane.","Create an irregular magenta-violet patch/shell wrapping around the fibrillar center. Use mottled texture, no membrane outline."
NOL_004,G07,Nucleolus_Subregions,07_NUCLEOLUS,Nucleolus_GranularOuterRegion,Main bumpy outer spheroid,MAT_Nucleolus_DeepViolet,Largest outer granular region of nucleolus.,Represents ribosomal subunit assembly region.,Pulses during ribosome biogenesis; fades in mitosis.,Contains internal subregions; no membrane.,Origin at nucleolus center or local subregion center.,NOL_001,Export as separate mesh.,False,Outer nucleolus is dense and bumpy with no membrane envelope.,Create the main `Nucleolus_GranularOuterRegion` as an irregular bumpy sphere with deep violet material and magenta speckles.
NOL_005,G07,Nucleolus_Subregions,07_NUCLEOLUS,Nucleolus_rRNA_RibosomeMarkers,Small pink/magenta particle markers,MAT_Nucleolus_MagentaSpeckles,Markers for rRNA and developing ribosomal subunits near nucleolus.,Shows ribosome biogenesis route before export.,Move from nucleolus toward selected NPC export path.,Start at nucleolus and move through nucleoplasm toward NPCs.,Origin at nucleolus center or local subregion center.,NOL_004;NPC_I_001,Use as Roblox animated particles/objects.,False,"Particles travel outward as ribosomal cargo, not DNA.",Create small magenta particle pairs around the nucleolus and along an export path to one NPC.
NOL_006,G07,Nucleolus_Subregions,07_NUCLEOLUS,Nucleolus_Mitosis_DissolveParticles,Hidden fading particle cloud,MAT_Nucleolus_MagentaSpeckles,Particles used when nucleolus disassembles in mitosis.,Shows nucleolus can disassemble/reform during cell cycle.,Appear as nucleolus fades during envelope breakdown; reverse on reassembly.,Around nucleolus location.,Origin at nucleolus center or local subregion center.,NOL_004,Optional in Roblox; could be particle emitter.,False,"Dissolve reads as non-membrane reorganization, not membrane rupture.",Create hidden purple/magenta dissolve particles around the nucleolus. Animate alpha/scale during mitosis.
